,Tweet,Anger,Depression,Fatigue,Vigour,Tension,Confusion
0,"Well, this. Well, you don't want any meal kit now.",0.48207647,0.24893151,0.0058227982,0.000515997,0.035204493,0.22744875
1,"You want your independence. Yeah, yeah. So it's been kind of a bit of freedom as well. You know, you've worked all your life lived all your life independently and then to get somebody else to be telling you what you should be doing. Yeah. You know, while you can still do it yourself, you understand?",0.034151454,0.96293324,7.715791e-06,3.3787999e-06,0.00074915856,0.0021550525
2,Having your kids do it on the phone.,0.6886732,0.23648593,0.0053126733,0.006607833,0.011231044,0.05168932
3,"Oh yeah. I don't want to be sat in a chair then, and old people just want when it's time.",0.84083754,0.11045188,0.012421465,0.0013889977,0.01936786,0.0155322375
4,"I think if you live in a home and you really become institutionalised, you know, I I mean, I know many people that have moved to the home and they were they were finaly independent in their own home, but they've completely changed when they go into their homes. That's one reason why I want to stay in my own home.",0.001679915,0.99665654,1.3181559e-06,6.538034e-05,0.0004303374,0.0011665053
5,"And, you know, people could stay longer independently in their own home, but still might need a bit of support, like a bit of a care package, somebody coming in, maybe just to check on them, not necessarily to do something for them, but just to check their all right. And they've taken the medication, you know, and that helps them stay longer. They don't actually want somebody in there.",0.009847959,5.1037354e-05,0.98876065,0.00015275205,7.442992e-07,0.0011868697
6,"But that's that can be quite spooky as well, because I've worked with people with dementia and they put in place different needs to keep them safe at home, like. They they made a recording of their daughter's voice, prompting them to take their medication. Yeah, and it's like that. Well, that can be spooky. If you've got dementia you suddenly got your daughter talking at 10 o'clock at night. Yeah. You she then spent the next few hours looking for her.",0.6076075,0.34131703,0.00017989975,2.8376173e-08,0.0016553975,0.04924013
7,"No. You know, there was like sensor pads in the bed. But if you set it for eight o'clock in the morning and if you weren't at that bed by 8:30, you get a prompt for what we would like laying but  you know. That type of thing, we have physically seen where voice is coming from. I think here is as an adverse effect on a lot of people.",0.13700916,0.8560281,1.3373634e-05,3.109617e-05,0.0020336753,0.0048845857
8,"I've found too. My aunt's got dementia and I was talking to her on the phone when she was still answering the phone and she'd be going on about these people cooking all these lovely meals and then drinking my wine, she said. I've paid for it. They never offered me any and I never get the meal. I was really surprised about this because she got a carer and I wasn't too sure of. And then it tweaked I said: have you got and it was John and Lisa on cooking on a Saturday morning on the television, and she said the television was was real. It took me a while to dig in because she is...",0.0008612443,0.9892081,1.8879724e-05,4.236016e-07,7.2134004e-05,0.009839213
9,"Did you say, Jill, that she had dementia?",0.26945397,0.45119712,0.00979019,0.0028368742,0.010244544,0.2564773
10,"Yes, she said she got diagnosed",0.12762871,0.2915658,0.0015735036,0.0007622882,0.012567463,0.56590223
11,"with Alzheimer's dementia, it's very very difficult. You have to worry about a robot.",0.21179152,0.4465397,0.03193368,0.1628325,0.09936092,0.047541678
12,"we deviate until she's got a brain. So much, much harder. Yes. Yes. So this is not what we are.",0.053542923,0.21735175,0.5701194,0.007211418,0.021187332,0.1305872
13,Walking. Going outside and walking everyday you have to do.,0.09415122,0.25970387,0.32041544,0.17046502,0.030495323,0.12476912
14,"Yeah, yeah, we do. When you took it, you did. Four of us here do Taichi, dancing.",0.02756032,0.215206,0.6051007,0.07940601,0.04320731,0.02951967
15,"I thought we'd been on hold. Yeah. Yeah. If we're walking for health today,",0.28925145,0.16967817,0.44893122,0.032248843,0.03763173,0.022258587
16,an we do DJ dancing. Don't forget our DJ dancing. Sorry because the racing is starting these days?,0.03871121,0.20884097,0.19569927,0.11022844,0.07337163,0.37314847
17,"I think it's going out into the Fresh air. I say that. But if I just let you use it fresh off, they need you to just go out. Yeah, I think it's expensive that I think as a matter of law, you can you could use it as well. Yes, I can live outside well, it's 50 times what. But once you get to the stage when some things that might help stem",0.27146512,0.70474434,3.1552984e-06,2.3277906e-07,0.0020248976,0.02176227
18,"You know the Taichi, with a lot of older people, they don't realise it, but it is so good for you. Oh yeah. Do you konw if you get something really wrong with you and you have a physio? Let's say a physio, most of the exercises they do is the same ones that we do at Taichi, and it's just ample. Do you agree that it's good for you?",0.007416268,0.81942546,2.3479156e-06,0.00018119096,0.00016460913,0.17281014
19,"Because it's a social event as well, it's not just going for the exercise.It's a social adventure, it sounds lovely.",0.17536339,0.31906533,0.15025684,0.13557342,0.10207496,0.117666066
20,"Sorry, we shouted out the poor boy.",0.23351903,0.6721978,0.009443911,0.0012655772,0.00823334,0.07534029
21,It's a man man. Laughs. We do all lessons.,0.15743802,0.70705944,0.022151211,0.040723592,0.036201183,0.036426563
22,"I tell you what, we'll take you with the nap state.",0.361815,0.11188599,0.30232534,0.0065270886,0.14375381,0.07369276
23,You can come on first.,0.34291628,0.3000311,0.0068216426,0.0053503257,0.24738441,0.097496256
24,I think I did Taichi and like this. It's like some all gentle exercise. It's chinese.I did it in China and ...,0.04696327,0.24368627,0.08255015,0.020691536,0.018346027,0.5877627
25,"give me a bouncing ball, fans, and sticks  and they are very ...",0.32014042,0.40359616,0.011096096,0.011353903,0.014861335,0.23895209
26,"All right. So is there another reason for going out is the communication, even if you have only have a few words with a stranger and say, Good morning, how are you? Because it's so like, OK, it's so easy when you're on your own to lose the power of speaking. If you like of having a conversation, if you're on your own all the time, you're just sharing a television set and you're not getting anything constructive back from it.",0.3220402,0.0003862277,0.007909524,4.3976317e-10,0.66746104,0.0022030121
27,So it is quite easy then over time to lose the art of conversation.,0.2589633,0.06006329,0.01784585,0.00041837705,0.017566865,0.6451423
28,I sit on your board as well if you want to put swimming.,0.8080345,0.14439438,0.0120085785,0.0137702925,0.0092690205,0.012523272
29,"Yeah, in the life centre swimming.",0.033920206,0.16125071,0.2971307,0.4161696,0.068530895,0.022997878
30,"And that's that's good, because it's easier than most exercises, isn't it? swimming in the water",0.032782212,0.16112289,0.57611305,0.10321772,0.033735946,0.09302818
