,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
0,"Would you want to go into the, you know, bottom line, you wanted that you want to live on your place and do things in your own time?",0.017906822,0.0045126583,0.018019957,0.010638013,0.015452001,0.0066096685,0.92609376,0.00076713756
1,It drives them nuts within a week.,0.021165248,0.0022650457,0.0884885,0.32836753,0.028352203,0.10925366,0.2862241,0.13588372
2,Freedom.,0.019167744,0.0022810102,0.17105216,0.5174401,0.013908273,0.009559876,0.26466382,0.0019270101
3,"Yeah, freedom.",0.014077061,0.0026812553,0.05942273,0.7242988,0.01187215,0.03872717,0.14707884,0.0018420249
4,"Yeah, yeah. You guys have got memories. I mean, looking at a piece of furniture remembering. As a partner, we used to sit in that chair for example. But when you go into these homes, I don't think you're able to take very much with you at all apart from your clothes. All right. That's my understanding. I think",0.20113254,0.0077723926,0.011953615,0.005366765,0.026744196,0.07097951,0.6718201,0.0042308797
5,"Well, this picture?",0.0029831997,0.0013345766,0.01474611,0.441409,0.017631304,0.4089626,0.07685727,0.03607593
6,"Get in and out of bed. Well,  just living. It's not an activity, it's just existing. In fact, it's very sensitive to me at the moment because I'm fighting for some way of being able in and out of bed. And it's happening to have a sleep in the chair. And then because they can't find",0.007267178,0.0007005101,0.060581494,0.8794712,0.0063632717,0.0032875426,0.042068183,0.00026061918
7,It's not even mobility is just some sort of equipment and means that I don't have to have a carer coming to put me in and out of bed. so if we are getting emotional it's a bit too ...,0.090514116,0.036095083,0.23853953,0.4430185,0.13236855,0.013600522,0.030950924,0.014912791
8,"Yeah, well, not at the moment, but stairs, perhaps at some point in the future.",0.014118247,0.001046507,0.026177596,0.32646948,0.0045880135,0.029209765,0.58327526,0.015115131
9,"Yes. Well, also outside the house is two dozen stairs up from the road to the house, so maybe I'll have to move at some point.",0.050294243,0.003925788,0.18131293,0.34271768,0.0609888,0.1111549,0.22443202,0.025173659
10,"Yeah, yeah, no. I'm sure I could go all the way to Bodmin to do a wee, awfull.",0.037075147,0.0055487375,0.036672764,0.37059876,0.16614905,0.14319324,0.14602847,0.09473381
11,"without it through your lockdown, you wouldn't have seen anybody that didn't have no children with anybody who didn't have that. You're isolated you",0.017068693,0.007116732,0.01848875,0.053696353,0.011049058,0.06192194,0.8269726,0.0036858602
12,"I mean, I think the said, I know it's unusual that the pandemic will take the effect on mental health as being. Of jobs,",0.0030753633,0.00013844644,0.007111219,0.7369467,0.029364541,0.00806702,0.18664056,0.028656121
13,"You know, I was very, very lucky at the very beginning. I had a heart bypass and my daughter took me up to Kent to stay with her. Unfortunately, not going to school. I was there, so she got stuck with me for three weeks, unfortunately. And you know, any excuse because they brought me back in time or had my first job in Kent and they brought me back to have a second one here. Uh huh.. I must be horrible. Well, it doesn't bother me. I mean, where I live, we don't have a community centre. We don't have anywhere we can go and talk. So I was in the courtroom every day, but I just didn't",0.13088652,0.040246557,0.42832384,0.052710965,0.14987786,0.0124114575,0.18286824,0.00267456
14,"day. Yeah. Well, I'm lucky I live on the Hoe. Oh, so I've only I've only got to walk five minutes. I'm actually on the Hoe a life long live every day for a little walk and talk again. I mean, I used to see some of the neighbours, but. You know, we didn't mix.",0.0056921714,0.0045738863,0.08014501,0.017533574,0.02375923,0.09673416,0.76481545,0.006746544
15,"is the ones that couldn't get out in the community. I mean, there's the bungalows and we could see if we couldn't meet up with them and it was fun to see people there was certain neighbours that we had couldn't leave home. I don't blame them. And it could be that. And I love the interaction of people. But without Zoom and teams and all that, I well, I would recommend. Definitely. I mean, I wouldn't have been able to see my family without the internet.",0.019517345,0.001108376,0.008462011,0.12996161,0.0067165107,0.26842955,0.55818766,0.0076169465
16,I haven't got the internet or and I don't use the computer now just it doesn't bother me from the get go and don't bother me when I have to contact firms and they,0.0439949,0.0041190316,0.06765061,0.37596998,0.06490022,0.3020906,0.08610186,0.055172812
17,"or doctors. Doctors, now that they are nightmares now because I'm trying to get hold on to an e-consult and if you're not on the internet now, for your prescriptions and contacting doctors. That is huge!",0.055879585,0.0073545272,0.061297666,0.8073922,0.0015685521,0.025483565,0.038721018,0.0023028776
18,"yeah. Well, there again, I'm very lucky because when I want my prescription, I'll just bring up a little chemist in West Hoe and they they just routinely get it and they deliver it to me.",0.6521036,0.0018729283,0.012063227,0.024312481,0.0009370136,0.011024868,0.29743353,0.00025235067
19,I hope they are not going to stopping that.,0.0192756,0.0041550617,0.34722394,0.006100746,0.024663614,0.07507619,0.50243753,0.021067308
20,"Yeah, I'm very lucky.",0.004400281,0.0054944684,0.007827049,0.049528793,0.022690784,0.756758,0.14282872,0.010471951
21,How did you set that up?,0.035687942,0.015106159,0.13596584,0.01854798,0.038118828,0.31677666,0.41397777,0.025818788
22,My surgery will let you know what.,0.0057179793,0.00017607409,0.06876611,0.14092536,0.016687632,0.055546053,0.09527088,0.6169099
23,And also this kind of forgotten health care.,0.008483265,0.0003891086,0.012415009,0.367089,0.16061243,0.32285538,0.12114781,0.007007974
24,"Well, how can they see what you look like? It's only telephone.",0.052199893,0.013130932,0.03295913,0.10931877,0.3614383,0.18406212,0.22559205,0.021298794
25,"Yeah, that's my issue.",0.018728413,0.00066043047,0.0036062356,0.009537288,0.0058337976,0.011441187,0.9497579,0.00043478786
26,"Well, I was just thinking of touch wood how fortunate I am at the moment. I did have a partner who has a lot of difficulties that you seem to have. Yeah, you make a good point. Most of your doctors, but all sort of organisations I wanted to get in touch about my television license. And there's no number to ring them. Very annoying. And yet I've done so well.",0.030610185,0.003173469,0.058051884,0.6110781,0.13865715,0.117821075,0.03399375,0.0066144
27,"You know, I mean, I tried to ring with William, and I try to ring them the other day, and I didn't find a number, My grand daughter found it on the computer and I rang them. Oh, you've come to the wrong place, you should go for hero.",0.059985932,0.00053035456,0.0068547586,0.07620798,0.0077979937,0.31597736,0.5306404,0.0020051633
28,"Yeah, yeah.",0.006225747,0.005138517,0.007582397,0.28394318,0.02861806,0.52833605,0.12984855,0.010307504
29,"unless there is a  danger now if you were not switched on to the scam, they'll go and say, Oh, something with your back press one. As soon as you press one.",0.022317031,0.0002847225,0.2841966,0.0038552561,0.00021302058,0.000864662,0.6866019,0.0016668116
30,"And you do it automatically like the something with the police and comics, as you know in the show. Yeah. They will panic, you know, at the moment of screen time, and I don't think so. And. But I would think you'd be lucky, he said, just don't don't don't engage conversation with people. But people do! yeah, and they get caught and they lose an awful amount of money. There's people out there, though this is awful, awful evil creatures that know it. And again, just because everything is online or on the phone. That's how you get people's lives in danger for all this technology",0.04223432,0.004362523,0.03560944,0.11833092,0.016920816,0.12117813,0.6561648,0.005199041
31,"A little bit of back, some decent television.",0.02445502,0.005916301,0.009446759,0.15465966,0.52424747,0.104061134,0.17041872,0.0067949207
32,So it is both,0.016753834,0.0049357563,0.047731534,0.18714869,0.036755502,0.19804476,0.4955077,0.013122235
33,"Well, the way I've been thinking. I'm sorry and everything things down because I'm so used to doing it. It seems to be self-care, social interaction, and I guess it's not so magical. So it's self-care. And that breaks up into all sorts of activities, social interaction and medical and financial. Accessing those.",0.021895245,0.0068424465,0.1625623,0.71911865,0.0055621564,0.002150659,0.06214438,0.019724173
34,You're good.,0.0018533082,0.0021982295,0.021725567,0.033428393,0.0037537275,0.12363901,0.8109599,0.0024418635
35,"exactly what is it? See, I use 40 words but two would do. Yeah, yeah.",0.057543654,0.017544376,0.09379814,0.05981131,0.06750555,0.14906335,0.5411744,0.013559195
36,All the different activities tells us that it's totally those,0.17237413,0.009310233,0.13844047,0.14818335,0.052450504,0.16593619,0.285352,0.027953126
37,"But this session don't, isn't it?",0.0044861403,0.0003234614,0.05944032,0.1682116,0.028123392,0.099140726,0.60783094,0.03244344
38,"with it, isn't it? Two things of the three important things is some of the things you want to do, but there's some things you have to do of those, those three, all the activities you have to do. You have to look after yourself. What was the middle name again?",0.19803238,0.008030495,0.08780331,0.2878009,0.0005343398,0.00042291894,0.41734913,2.6516156e-05
39,"So social, interactive. Yeah, your health and well-being is included in your social and stuff.",0.0023947598,0.000906782,0.0059599513,0.73138756,0.01892591,0.09998615,0.13704722,0.0033916703
40,"Because there was no idea. OK. She's not confused. I'm lucky because all I do is to jump on the bus and go into town do some shopping there is this. I was used to thinking of reserves with that stuff. Yeah, yeah. Tuesdays I used to go for lunch at the church in Glenfield. That's yeah. Well, now I make myself go into water for a walk on the road or catch the bus in the town.",0.027618252,0.0029871543,0.16948356,0.6300876,0.0048281476,0.014209141,0.14045696,0.010329154
41,"and it's important. Yeah, if you talk about what's in the three top important things it's important to and yeah, I think I just think you're good.",0.008600896,0.0015824017,0.012115848,0.011767601,0.0027183138,0.00555895,0.9533571,0.0042988975
